row_id,num_sold
26494,1449
26495,387
26496,483
26497,910
26498,227
26499,841
26500,1338
26501,361
26502,721
26503,1130
26504,422
26505,1393
26506,2314
26507,567
26508,567
26509,983
26510,251
26511,987
26512,1449
26513,387
26514,483
26515,910
26516,227
26517,841
26518,1338
26519,361
26520,721
26521,1130
26522,422
26523,1393
26524,2314
26525,567
26526,567
26527,983
26528,251
26529,987
26530,1449
26531,387
26532,483
26533,910
26534,227
26535,841
26536,1338
26537,361
26538,721
26539,1130
26540,422
26541,1393
26542,2314
26543,567
26544,567
26545,983
26546,251
26547,987
26548,1449
26549,387
26550,483
26551,910
26552,227
26553,841
26554,1338
26555,361
26556,721
26557,1130
26558,422
26559,1393
26560,2314
26561,567
26562,567
26563,983
26564,251
26565,987
26566,1449
26567,387
26568,483
26569,910
26570,227
26571,841
26572,1338
26573,361
26574,721
26575,1130
26576,422
26577,1393
26578,2314
26579,567
26580,567
26581,983
26582,251
26583,987
26584,1449
26585,387
26586,483
26587,910
26588,227
26589,841
26590,1338
26591,361
26592,721
26593,1130
26594,422
26595,1393
26596,2314
26597,567
26598,567
26599,983
26600,251
26601,987
26602,1449
26603,387
26604,483
26605,910
26606,227
26607,841
26608,1338
26609,361
26610,721
26611,1130
26612,422
26613,1393
26614,2314
26615,567
26616,567
26617,983
26618,251
26619,987
26620,1449
26621,387
26622,483
26623,910
26624,227
26625,841
26626,1338
26627,361
26628,721
26629,1130
26630,422
26631,1393
26632,2314
26633,567
26634,567
26635,983
26636,251
26637,987
26638,1449
26639,387
26640,483
26641,910
26642,227
26643,841
26644,1338
26645,361
26646,721
26647,1130
26648,422
26649,1393
26650,2314
26651,567
26652,567
26653,983
26654,251
26655,987
26656,1449
26657,387
26658,483
26659,910
26660,227
26661,841
26662,1338
26663,361
26664,721
26665,1130
26666,422
26667,1393
26668,2314
26669,567
26670,567
26671,983
26672,251
26673,987
26674,1449
26675,387
26676,483
26677,910
26678,227
26679,841
26680,1338
26681,361
26682,721
26683,1130
26684,422
26685,1393
26686,2314
26687,567
26688,567
26689,983
26690,251
26691,987
26692,1449
26693,387
26694,483
26695,910
26696,227
26697,841
26698,1338
26699,361
26700,721
26701,1130
26702,422
26703,1393
26704,2314
26705,567
26706,567
26707,983
26708,251
26709,987
26710,1449
26711,387
26712,483
26713,910
26714,227
26715,841
26716,1338
26717,361
26718,721
26719,1130
26720,422
26721,1393
26722,2314
26723,567
26724,567
26725,983
26726,251
26727,987
26728,1449
26729,387
26730,483
26731,910
26732,227
26733,841
26734,1338
26735,361
26736,721
26737,1130
26738,422
26739,1393
26740,2314
26741,567
26742,567
26743,983
26744,251
26745,987
26746,1449
26747,387
26748,483
26749,910
26750,227
26751,841
26752,1338
26753,361
26754,721
26755,1130
26756,422
26757,1393
26758,2314
26759,567
26760,567
26761,983
26762,251
26763,987
26764,1449
26765,387
26766,483
26767,910
26768,227
26769,841
26770,1338
26771,361
26772,721
26773,1130
26774,422
26775,1393
26776,2314
26777,567
26778,567
26779,983
26780,251
26781,987
26782,1449
26783,387
26784,483
26785,910
26786,227
26787,841
26788,1338
26789,361
26790,721
26791,1130
26792,422
26793,1393
26794,2314
26795,567
26796,567
26797,983
26798,251
26799,987
26800,1449
26801,387
26802,483
26803,910
26804,227
26805,841
26806,1338
26807,361
26808,721
26809,1130
26810,422
26811,1393
26812,2314
26813,567
26814,567
26815,983
26816,251
26817,987
26818,1449
26819,387
26820,483
26821,910
26822,227
26823,841
26824,1338
26825,361
26826,721
26827,1130
26828,422
26829,1393
26830,2314
26831,567
26832,567
26833,983
26834,251
26835,987
26836,1449
26837,387
26838,483
26839,910
26840,227
26841,841
26842,1338
26843,361
26844,721
26845,1130
26846,422
26847,1393
26848,2314
26849,567
26850,567
26851,983
26852,251
26853,987
26854,1449
26855,387
26856,483
26857,910
26858,227
26859,841
26860,1338
26861,361
26862,721
26863,1130
26864,422
26865,1393
26866,2314
26867,567
26868,567
26869,983
26870,251
26871,987
26872,1449
26873,387
26874,483
26875,910
26876,227
26877,841
26878,1338
26879,361
26880,721
26881,1130
26882,422
26883,1393
26884,2314
26885,567
26886,567
26887,983
26888,251
26889,987
26890,1449
26891,387
26892,483
26893,910
26894,227
26895,841
26896,1338
26897,361
26898,721
26899,1130
26900,422
26901,1393
26902,2314
26903,567
26904,567
26905,983
26906,251
26907,987
26908,1449
26909,387
26910,483
26911,910
26912,227
26913,841
26914,1338
26915,361
26916,721
26917,1130
26918,422
26919,1393
26920,2314
26921,567
26922,567
26923,983
26924,251
26925,987
26926,1449
26927,387
26928,483
26929,910
26930,227
26931,841
26932,1338
26933,361
26934,721
26935,1130
26936,422
26937,1393
26938,2314
26939,567
26940,567
26941,983
26942,251
26943,987
26944,1449
26945,387
26946,483
26947,910
26948,227
26949,841
26950,1338
26951,361
26952,721
26953,1130
26954,422
26955,1393
26956,2314
26957,567
26958,567
26959,983
26960,251
26961,987
26962,1449
26963,387
26964,483
26965,910
26966,227
26967,841
26968,1338
26969,361
26970,721
26971,1130
26972,422
26973,1393
26974,2314
26975,567
26976,567
26977,983
26978,251
26979,987
26980,1449
26981,387
26982,483
26983,910
26984,227
26985,841
26986,1338
26987,361
26988,721
26989,1130
26990,422
26991,1393
26992,2314
26993,567
26994,567
26995,983
26996,251
26997,987
26998,1449
26999,387
27000,483
27001,910
27002,227
27003,841
27004,1338
27005,361
27006,721
27007,1130
27008,422
27009,1393
27010,2314
27011,567
27012,567
27013,983
27014,251
27015,987
27016,1449
27017,387
27018,483
27019,910
27020,227
27021,841
27022,1338
27023,361
27024,721
27025,1130
27026,422
27027,1393
27028,2314
27029,567
27030,567
27031,983
27032,251
27033,987
27034,1449
27035,387
27036,483
27037,910
27038,227
27039,841
27040,1338
27041,361
27042,721
27043,1130
27044,422
27045,1393
27046,2314
27047,567
27048,567
27049,983
27050,251
27051,987
27052,1449
27053,387
27054,483
27055,910
27056,227
27057,841
27058,1338
27059,361
27060,721
27061,1130
27062,422
27063,1393
27064,2314
27065,567
27066,567
27067,983
27068,251
27069,987
27070,1449
27071,387
27072,483
27073,910
27074,227
27075,841
27076,1338
27077,361
27078,721
27079,1130
27080,422
27081,1393
27082,2314
27083,567
27084,567
27085,983
27086,251
27087,987
27088,1449
27089,387
27090,483
27091,910
27092,227
27093,841
27094,1338
27095,361
27096,721
27097,1130
27098,422
27099,1393
27100,2314
27101,567
27102,567
27103,983
27104,251
27105,987
27106,1449
27107,387
27108,483
27109,910
27110,227
27111,841
27112,1338
27113,361
27114,721
27115,1130
27116,422
27117,1393
27118,2314
27119,567
27120,567
27121,983
27122,251
27123,987
27124,1449
27125,387
27126,483
27127,910
27128,227
27129,841
27130,1338
27131,361
27132,721
27133,1130
27134,422
27135,1393
27136,2314
27137,567
27138,567
27139,983
27140,251
27141,987
27142,1449
27143,387
27144,483
27145,910
27146,227
27147,841
27148,1338
27149,361
27150,721
27151,1130
27152,422
27153,1393
27154,2314
27155,567
27156,567
27157,983
27158,251
27159,987
27160,1449
27161,387
27162,483
27163,910
27164,227
27165,841
27166,1338
27167,361
27168,721
27169,1130
27170,422
27171,1393
27172,2314
27173,567
27174,567
27175,983
27176,251
27177,987
27178,1449
27179,387
27180,483
27181,910
27182,227
27183,841
27184,1338
27185,361
27186,721
27187,1130
27188,422
27189,1393
27190,2314
27191,567
27192,567
27193,983
27194,251
27195,987
27196,1449
27197,387
27198,483
27199,910
27200,227
27201,841
27202,1338
27203,361
27204,721
27205,1130
27206,422
27207,1393
27208,2314
27209,567
27210,567
27211,983
27212,251
27213,987
27214,1449
27215,387
27216,483
27217,910
27218,227
27219,841
27220,1338
27221,361
27222,721
27223,1130
27224,422
27225,1393
27226,2314
27227,567
27228,567
27229,983
27230,251
27231,987
27232,1449
27233,387
27234,483
27235,910
27236,227
27237,841
27238,1338
27239,361
27240,721
27241,1130
27242,422
27243,1393
27244,2314
27245,567
27246,567
27247,983
27248,251
27249,987
27250,1449
27251,387
27252,483
27253,910
27254,227
27255,841
27256,1338
27257,361
27258,721
27259,1130
27260,422
27261,1393
27262,2314
27263,567
27264,567
27265,983
27266,251
27267,987
27268,1449
27269,387
27270,483
27271,910
27272,227
27273,841
27274,1338
27275,361
27276,721
27277,1130
27278,422
27279,1393
27280,2314
27281,567
27282,567
27283,983
27284,251
27285,987
27286,1449
27287,387
27288,483
27289,910
27290,227
27291,841
27292,1338
27293,361
27294,721
27295,1130
27296,422
27297,1393
27298,2314
27299,567
27300,567
27301,983
27302,251
27303,987
27304,1449
27305,387
27306,483
27307,910
27308,227
27309,841
27310,1338
27311,361
27312,721
27313,1130
27314,422
27315,1393
27316,2314
27317,567
27318,567
27319,983
27320,251
27321,987
27322,1449
27323,387
27324,483
27325,910
27326,227
27327,841
27328,1338
27329,361
27330,721
27331,1130
27332,422
27333,1393
27334,2314
27335,567
27336,567
27337,983
27338,251
27339,987
27340,1449
27341,387
27342,483
27343,910
27344,227
27345,841
27346,1338
27347,361
27348,721
27349,1130
27350,422
27351,1393
27352,2314
27353,567
27354,567
27355,983
27356,251
27357,987
27358,1449
27359,387
27360,483
27361,910
27362,227
27363,841
27364,1338
27365,361
27366,721
27367,1130
27368,422
27369,1393
27370,2314
27371,567
27372,567
27373,983
27374,251
27375,987
27376,1449
27377,387
27378,483
27379,910
27380,227
27381,841
27382,1338
27383,361
27384,721
27385,1130
27386,422
27387,1393
27388,2314
27389,567
27390,567
27391,983
27392,251
27393,987
27394,1449
27395,387
27396,483
27397,910
27398,227
27399,841
27400,1338
27401,361
27402,721
27403,1130
27404,422
27405,1393
27406,2314
27407,567
27408,567
27409,983
27410,251
27411,987
27412,1449
27413,387
27414,483
27415,910
27416,227
27417,841
27418,1338
27419,361
27420,721
27421,1130
27422,422
27423,1393
27424,2314
27425,567
27426,567
27427,983
27428,251
27429,987
27430,1449
27431,387
27432,483
27433,910
27434,227
27435,841
27436,1338
27437,361
27438,721
27439,1130
27440,422
27441,1393
27442,2314
27443,567
27444,567
27445,983
27446,251
27447,987
27448,1449
27449,387
27450,483
27451,910
27452,227
27453,841
27454,1338
27455,361
27456,721
27457,1130
27458,422
27459,1393
27460,2314
27461,567
27462,567
27463,983
27464,251
27465,987
27466,1449
27467,387
27468,483
27469,910
27470,227
27471,841
27472,1338
27473,361
27474,721
27475,1130
27476,422
27477,1393
27478,2314
27479,567
27480,567
27481,983
27482,251
27483,987
27484,1449
27485,387
27486,483
27487,910
27488,227
27489,841
27490,1338
27491,361
27492,721
27493,1130
27494,422
27495,1393
27496,2314
27497,567
27498,567
27499,983
27500,251
27501,987
27502,1449
27503,387
27504,483
27505,910
27506,227
27507,841
27508,1338
27509,361
27510,721
27511,1130
27512,422
27513,1393
27514,2314
27515,567
27516,567
27517,983
27518,251
27519,987
27520,1449
27521,387
27522,483
27523,910
27524,227
27525,841
27526,1338
27527,361
27528,721
27529,1130
27530,422
27531,1393
27532,2314
27533,567
27534,567
27535,983
27536,251
27537,987
27538,1449
27539,387
27540,483
27541,910
27542,227
27543,841
27544,1338
27545,361
27546,721
27547,1130
27548,422
27549,1393
27550,2314
27551,567
27552,567
27553,983
27554,251
27555,987
27556,1449
27557,387
27558,483
27559,910
27560,227
27561,841
27562,1338
27563,361
27564,721
27565,1130
27566,422
27567,1393
27568,2314
27569,567
27570,567
27571,983
27572,251
27573,987
27574,1449
27575,387
27576,483
27577,910
27578,227
27579,841
27580,1338
27581,361
27582,721
27583,1130
27584,422
27585,1393
27586,2314
27587,567
27588,567
27589,983
27590,251
27591,987
27592,1449
27593,387
27594,483
27595,910
27596,227
27597,841
27598,1338
27599,361
27600,721
27601,1130
27602,422
27603,1393
27604,2314
27605,567
27606,567
27607,983
27608,251
27609,987
27610,1449
27611,387
27612,483
27613,910
27614,227
27615,841
27616,1338
27617,361
27618,721
27619,1130
27620,422
27621,1393
27622,2314
27623,567
27624,567
27625,983
27626,251
27627,987
27628,1449
27629,387
27630,483
27631,910
27632,227
27633,841
27634,1338
27635,361
27636,721
27637,1130
27638,422
27639,1393
27640,2314
27641,567
27642,567
27643,983
27644,251
27645,987
27646,1449
27647,387
27648,483
27649,910
27650,227
27651,841
27652,1338
27653,361
27654,721
27655,1130
27656,422
27657,1393
27658,2314
27659,567
27660,567
27661,983
27662,251
27663,987
27664,1449
27665,387
27666,483
27667,910
27668,227
27669,841
27670,1338
27671,361
27672,721
27673,1130
27674,422
27675,1393
27676,2314
27677,567
27678,567
27679,983
27680,251
27681,987
27682,1449
27683,387
27684,483
27685,910
27686,227
27687,841
27688,1338
27689,361
27690,721
27691,1130
27692,422
27693,1393
27694,2314
27695,567
27696,567
27697,983
27698,251
27699,987
27700,1449
27701,387
27702,483
27703,910
27704,227
27705,841
27706,1338
27707,361
27708,721
27709,1130
27710,422
27711,1393
27712,2314
27713,567
27714,567
27715,983
27716,251
27717,987
27718,1449
27719,387
27720,483
27721,910
27722,227
27723,841
27724,1338
27725,361
27726,721
27727,1130
27728,422
27729,1393
27730,2314
27731,567
27732,567
27733,983
27734,251
27735,987
27736,1449
27737,387
27738,483
27739,910
27740,227
27741,841
27742,1338
27743,361
27744,721
27745,1130
27746,422
27747,1393
27748,2314
27749,567
27750,567
27751,983
27752,251
27753,987
27754,1449
27755,387
27756,483
27757,910
27758,227
27759,841
27760,1338
27761,361
27762,721
27763,1130
27764,422
27765,1393
27766,2314
27767,567
27768,567
27769,983
27770,251
27771,987
27772,1449
27773,387
27774,483
27775,910
27776,227
27777,841
27778,1338
27779,361
27780,721
27781,1130
27782,422
27783,1393
27784,2314
27785,567
27786,567
27787,983
27788,251
27789,987
27790,1449
27791,387
27792,483
27793,910
27794,227
27795,841
27796,1338
27797,361
27798,721
27799,1130
27800,422
27801,1393
27802,2314
27803,567
27804,567
27805,983
27806,251
27807,987
27808,1449
27809,387
27810,483
27811,910
27812,227
27813,841
27814,1338
27815,361
27816,721
27817,1130
27818,422
27819,1393
27820,2314
27821,567
27822,567
27823,983
27824,251
27825,987
27826,1449
27827,387
27828,483
27829,910
27830,227
27831,841
27832,1338
27833,361
27834,721
27835,1130
27836,422
27837,1393
27838,2314
27839,567
27840,567
27841,983
27842,251
27843,987
27844,1449
27845,387
27846,483
27847,910
27848,227
27849,841
27850,1338
27851,361
27852,721
27853,1130
27854,422
27855,1393
27856,2314
27857,567
27858,567
27859,983
27860,251
27861,987
27862,1449
27863,387
27864,483
27865,910
27866,227
27867,841
27868,1338
27869,361
27870,721
27871,1130
27872,422
27873,1393
27874,2314
27875,567
27876,567
27877,983
27878,251
27879,987
27880,1449
27881,387
27882,483
27883,910
27884,227
27885,841
27886,1338
27887,361
27888,721
27889,1130
27890,422
27891,1393
27892,2314
27893,567
27894,567
27895,983
27896,251
27897,987
27898,1449
27899,387
27900,483
27901,910
27902,227
27903,841
27904,1338
27905,361
27906,721
27907,1130
27908,422
27909,1393
27910,2314
27911,567
27912,567
27913,983
27914,251
27915,987
27916,1449
27917,387
27918,483
27919,910
27920,227
27921,841
27922,1338
27923,361
27924,721
27925,1130
27926,422
27927,1393
27928,2314
27929,567
27930,567
27931,983
27932,251
27933,987
27934,1449
27935,387
27936,483
27937,910
27938,227
27939,841
27940,1338
27941,361
27942,721
27943,1130
27944,422
27945,1393
27946,2314
27947,567
27948,567
27949,983
27950,251
27951,987
27952,1449
27953,387
27954,483
27955,910
27956,227
27957,841
27958,1338
27959,361
27960,721
27961,1130
27962,422
27963,1393
27964,2314
27965,567
27966,567
27967,983
27968,251
27969,987
27970,1449
27971,387
27972,483
27973,910
27974,227
27975,841
27976,1338
27977,361
27978,721
27979,1130
27980,422
27981,1393
27982,2314
27983,567
27984,567
27985,983
27986,251
27987,987
27988,1449
27989,387
27990,483
27991,910
27992,227
27993,841
27994,1338
27995,361
27996,721
27997,1130
27998,422
27999,1393
28000,2314
28001,567
28002,567
28003,983
28004,251
28005,987
28006,1449
28007,387
28008,483
28009,910
28010,227
28011,841
28012,1338
28013,361
28014,721
28015,1130
28016,422
28017,1393
28018,2314
28019,567
28020,567
28021,983
28022,251
28023,987
28024,1449
28025,387
28026,483
28027,910
28028,227
28029,841
28030,1338
28031,361
28032,721
28033,1130
28034,422
28035,1393
28036,2314
28037,567
28038,567
28039,983
28040,251
28041,987
28042,1449
28043,387
28044,483
28045,910
28046,227
28047,841
28048,1338
28049,361
28050,721
28051,1130
28052,422
28053,1393
28054,2314
28055,567
28056,567
28057,983
28058,251
28059,987
28060,1449
28061,387
28062,483
28063,910
28064,227
28065,841
28066,1338
28067,361
28068,721
28069,1130
28070,422
28071,1393
28072,2314
28073,567
28074,567
28075,983
28076,251
28077,987
28078,1449
28079,387
28080,483
28081,910
28082,227
28083,841
28084,1338
28085,361
28086,721
28087,1130
28088,422
28089,1393
28090,2314
28091,567
28092,567
28093,983
28094,251
28095,987
28096,1449
28097,387
28098,483
28099,910
28100,227
28101,841
28102,1338
28103,361
28104,721
28105,1130
28106,422
28107,1393
28108,2314
28109,567
28110,567
28111,983
28112,251
28113,987
28114,1449
28115,387
28116,483
28117,910
28118,227
28119,841
28120,1338
28121,361
28122,721
28123,1130
28124,422
28125,1393
28126,2314
28127,567
28128,567
28129,983
28130,251
28131,987
28132,1449
28133,387
28134,483
28135,910
28136,227
28137,841
28138,1338
28139,361
28140,721
28141,1130
28142,422
28143,1393
28144,2314
28145,567
28146,567
28147,983
28148,251
28149,987
28150,1449
28151,387
28152,483
28153,910
28154,227
28155,841
28156,1338
28157,361
28158,721
28159,1130
28160,422
28161,1393
28162,2314
28163,567
28164,567
28165,983
28166,251
28167,987
28168,1449
28169,387
28170,483
28171,910
28172,227
28173,841
28174,1338
28175,361
28176,721
28177,1130
28178,422
28179,1393
28180,2314
28181,567
28182,567
28183,983
28184,251
28185,987
28186,1449
28187,387
28188,483
28189,910
28190,227
28191,841
28192,1338
28193,361
28194,721
28195,1130
28196,422
28197,1393
28198,2314
28199,567
28200,567
28201,983
28202,251
28203,987
28204,1449
28205,387
28206,483
28207,910
28208,227
28209,841
28210,1338
28211,361
28212,721
28213,1130
28214,422
28215,1393
28216,2314
28217,567
28218,567
28219,983
28220,251
28221,987
28222,1449
28223,387
28224,483
28225,910
28226,227
28227,841
28228,1338
28229,361
28230,721
28231,1130
28232,422
28233,1393
28234,2314
28235,567
28236,567
28237,983
28238,251
28239,987
28240,1449
28241,387
28242,483
28243,910
28244,227
28245,841
28246,1338
28247,361
28248,721
28249,1130
28250,422
28251,1393
28252,2314
28253,567
28254,567
28255,983
28256,251
28257,987
28258,1449
28259,387
28260,483
28261,910
28262,227
28263,841
28264,1338
28265,361
28266,721
28267,1130
28268,422
28269,1393
28270,2314
28271,567
28272,567
28273,983
28274,251
28275,987
28276,1449
28277,387
28278,483
28279,910
28280,227
28281,841
28282,1338
28283,361
28284,721
28285,1130
28286,422
28287,1393
28288,2314
28289,567
28290,567
28291,983
28292,251
28293,987
28294,1449
28295,387
28296,483
28297,910
28298,227
28299,841
28300,1338
28301,361
28302,721
28303,1130
28304,422
28305,1393
28306,2314
28307,567
28308,567
28309,983
28310,251
28311,987
28312,1449
28313,387
28314,483
28315,910
28316,227
28317,841
28318,1338
28319,361
28320,721
28321,1130
28322,422
28323,1393
28324,2314
28325,567
28326,567
28327,983
28328,251
28329,987
28330,1449
28331,387
28332,483
28333,910
28334,227
28335,841
28336,1338
28337,361
28338,721
28339,1130
28340,422
28341,1393
28342,2314
28343,567
28344,567
28345,983
28346,251
28347,987
28348,1449
28349,387
28350,483
28351,910
28352,227
28353,841
28354,1338
28355,361
28356,721
28357,1130
28358,422
28359,1393
28360,2314
28361,567
28362,567
28363,983
28364,251
28365,987
28366,1449
28367,387
28368,483
28369,910
28370,227
28371,841
28372,1338
28373,361
28374,721
28375,1130
28376,422
28377,1393
28378,2314
28379,567
28380,567
28381,983
28382,251
28383,987
28384,1449
28385,387
28386,483
28387,910
28388,227
28389,841
28390,1338
28391,361
28392,721
28393,1130
28394,422
28395,1393
28396,2314
28397,567
28398,567
28399,983
28400,251
28401,987
28402,1449
28403,387
28404,483
28405,910
28406,227
28407,841
28408,1338
28409,361
28410,721
28411,1130
28412,422
28413,1393
28414,2314
28415,567
28416,567
28417,983
28418,251
28419,987
28420,1449
28421,387
28422,483
28423,910
28424,227
28425,841
28426,1338
28427,361
28428,721
28429,1130
28430,422
28431,1393
28432,2314
28433,567
28434,567
28435,983
28436,251
28437,987
28438,1449
28439,387
28440,483
28441,910
28442,227
28443,841
28444,1338
28445,361
28446,721
28447,1130
28448,422
28449,1393
28450,2314
28451,567
28452,567
28453,983
28454,251
28455,987
28456,1449
28457,387
28458,483
28459,910
28460,227
28461,841
28462,1338
28463,361
28464,721
28465,1130
28466,422
28467,1393
28468,2314
28469,567
28470,567
28471,983
28472,251
28473,987
28474,1449
28475,387
28476,483
28477,910
28478,227
28479,841
28480,1338
28481,361
28482,721
28483,1130
28484,422
28485,1393
28486,2314
28487,567
28488,567
28489,983
28490,251
28491,987
28492,1449
28493,387
28494,483
28495,910
28496,227
28497,841
28498,1338
28499,361
28500,721
28501,1130
28502,422
28503,1393
28504,2314
28505,567
28506,567
28507,983
28508,251
28509,987
28510,1449
28511,387
28512,483
28513,910
28514,227
28515,841
28516,1338
28517,361
28518,721
28519,1130
28520,422
28521,1393
28522,2314
28523,567
28524,567
28525,983
28526,251
28527,987
28528,1449
28529,387
28530,483
28531,910
28532,227
28533,841
28534,1338
28535,361
28536,721
28537,1130
28538,422
28539,1393
28540,2314
28541,567
28542,567
28543,983
28544,251
28545,987
28546,1449
28547,387
28548,483
28549,910
28550,227
28551,841
28552,1338
28553,361
28554,721
28555,1130
28556,422
28557,1393
28558,2314
28559,567
28560,567
28561,983
28562,251
28563,987
28564,1449
28565,387
28566,483
28567,910
28568,227
28569,841
28570,1338
28571,361
28572,721
28573,1130
28574,422
28575,1393
28576,2314
28577,567
28578,567
28579,983
28580,251
28581,987
28582,1449
28583,387
28584,483
28585,910
28586,227
28587,841
28588,1338
28589,361
28590,721
28591,1130
28592,422
28593,1393
28594,2314
28595,567
28596,567
28597,983
28598,251
28599,987
28600,1449
28601,387
28602,483
28603,910
28604,227
28605,841
28606,1338
28607,361
28608,721
28609,1130
28610,422
28611,1393
28612,2314
28613,567
28614,567
28615,983
28616,251
28617,987
28618,1449
28619,387
28620,483
28621,910
28622,227
28623,841
28624,1338
28625,361
28626,721
28627,1130
28628,422
28629,1393
28630,2314
28631,567
28632,567
28633,983
28634,251
28635,987
28636,1449
28637,387
28638,483
28639,910
28640,227
28641,841
28642,1338
28643,361
28644,721
28645,1130
28646,422
28647,1393
28648,2314
28649,567
28650,567
28651,983
28652,251
28653,987
28654,1449
28655,387
28656,483
28657,910
28658,227
28659,841
28660,1338
28661,361
28662,721
28663,1130
28664,422
28665,1393
28666,2314
28667,567
28668,567
28669,983
28670,251
28671,987
28672,1449
28673,387
28674,483
28675,910
28676,227
28677,841
28678,1338
28679,361
28680,721
28681,1130
28682,422
28683,1393
28684,2314
28685,567
28686,567
28687,983
28688,251
28689,987
28690,1449
28691,387
28692,483
28693,910
28694,227
28695,841
28696,1338
28697,361
28698,721
28699,1130
28700,422
28701,1393
28702,2314
28703,567
28704,567
28705,983
28706,251
28707,987
28708,1449
28709,387
28710,483
28711,910
28712,227
28713,841
28714,1338
28715,361
28716,721
28717,1130
28718,422
28719,1393
28720,2314
28721,567
28722,567
28723,983
28724,251
28725,987
28726,1449
28727,387
28728,483
28729,910
28730,227
28731,841
28732,1338
28733,361
28734,721
28735,1130
28736,422
28737,1393
28738,2314
28739,567
28740,567
28741,983
28742,251
28743,987
28744,1449
28745,387
28746,483
28747,910
28748,227
28749,841
28750,1338
28751,361
28752,721
28753,1130
28754,422
28755,1393
28756,2314
28757,567
28758,567
28759,983
28760,251
28761,987
28762,1449
28763,387
28764,483
28765,910
28766,227
28767,841
28768,1338
28769,361
28770,721
28771,1130
28772,422
28773,1393
28774,2314
28775,567
28776,567
28777,983
28778,251
28779,987
28780,1449
28781,387
28782,483
28783,910
28784,227
28785,841
28786,1338
28787,361
28788,721
28789,1130
28790,422
28791,1393
28792,2314
28793,567
28794,567
28795,983
28796,251
28797,987
28798,1449
28799,387
28800,483
28801,910
28802,227
28803,841
28804,1338
28805,361
28806,721
28807,1130
28808,422
28809,1393
28810,2314
28811,567
28812,567
28813,983
28814,251
28815,987
28816,1449
28817,387
28818,483
28819,910
28820,227
28821,841
28822,1338
28823,361
28824,721
28825,1130
28826,422
28827,1393
28828,2314
28829,567
28830,567
28831,983
28832,251
28833,987
28834,1449
28835,387
28836,483
28837,910
28838,227
28839,841
28840,1338
28841,361
28842,721
28843,1130
28844,422
28845,1393
28846,2314
28847,567
28848,567
28849,983
28850,251
28851,987
28852,1449
28853,387
28854,483
28855,910
28856,227
28857,841
28858,1338
28859,361
28860,721
28861,1130
28862,422
28863,1393
28864,2314
28865,567
28866,567
28867,983
28868,251
28869,987
28870,1449
28871,387
28872,483
28873,910
28874,227
28875,841
28876,1338
28877,361
28878,721
28879,1130
28880,422
28881,1393
28882,2314
28883,567
28884,567
28885,983
28886,251
28887,987
28888,1449
28889,387
28890,483
28891,910
28892,227
28893,841
28894,1338
28895,361
28896,721
28897,1130
28898,422
28899,1393
28900,2314
28901,567
28902,567
28903,983
28904,251
28905,987
28906,1449
28907,387
28908,483
28909,910
28910,227
28911,841
28912,1338
28913,361
28914,721
28915,1130
28916,422
28917,1393
28918,2314
28919,567
28920,567
28921,983
28922,251
28923,987
28924,1449
28925,387
28926,483
28927,910
28928,227
28929,841
28930,1338
28931,361
28932,721
28933,1130
28934,422
28935,1393
28936,2314
28937,567
28938,567
28939,983
28940,251
28941,987
28942,1449
28943,387
28944,483
28945,910
28946,227
